protein_name,weight_pathogenic,mean_pathogenic,mean_benign,std_dev_pathogenic,std_dev_benign
ACAD9_HUMAN,0.4153255217091863,10.122942303744324,4.429792693084977,1.7702281322214874,2.983513415287312
ACADM_HUMAN,0.5800688312004483,8.34737932567001,5.065907954166067,2.470732410542131,3.2430622103730404
ACADS_HUMAN,0.5850141968787258,8.481369967975967,4.911838909327688,2.4548207987534445,3.4095030758097193
ACADV_HUMAN,0.5431950218381383,8.462677529819564,4.458092409515354,2.0150811987872155,2.886601866648376
ACATN_HUMAN,0.5886951932349644,10.765928991491462,3.3583179501981495,3.1431419133250564,2.673788360387986
ACBD5_HUMAN,0.31243860795704453,9.719221904725247,4.119034933575544,1.7638981156087288,2.706700842324364
ACDSB_HUMAN,0.5405223516587055,7.837154075539654,4.758048507198082,2.500504888992453,3.139775292483932
ACD_HUMAN,0.6499104964732165,9.203762238084497,5.466521118228687,2.0708256480838108,3.247027923921669
ACER3_HUMAN,0.6006520680990503,10.807462177057285,4.530195992908788,4.517950775608473,2.568479003837551
ACE_HUMAN,0.5119098723667466,6.218838341240948,2.7859854716877157,0.6201423748988526,2.1525750544188083
ACHA2_HUMAN,0.5015807391745148,8.14883460823181,3.4554855453632083,1.8129337187055556,2.654121124820213
ACHA4_HUMAN,0.32699294023477243,12.317334149651286,4.837517711559278,1.3369209069521146,3.5934138273942415
ACHA_HUMAN,0.40403901054172964,6.869596277964811,2.6145316263551908,2.1600419197177883,2.3875928287929344
ACHB2_HUMAN,0.4954496468166673,8.045098431802375,3.807884549029638,1.9427790830244638,2.662775160598304
ACHB_HUMAN,0.4620838741144987,7.498996072990831,3.842513449877797,2.2399001614240324,2.569062591131417
ACHD_HUMAN,0.48230618034532435,7.374615099686728,4.236011834766759,2.1801121110709314,2.7360963245719643
ACHE_HUMAN,0.43472693048113087,7.249096870616641,3.422577336967101,2.1087118789715222,2.634319347661114
ACHG_HUMAN,0.4679755826095625,7.1767303212722915,3.9777838105042216,2.174136409828538,2.843582392241732
ACKR1_HUMAN,0.518212677328908,7.288238367459737,4.83502386575812,2.4102001395169546,2.9972412730830293
ACL6A_HUMAN,0.5093057237841332,7.290226903641056,4.246814736092921,1.8732967235382114,2.8282280775842903
ACL6B_HUMAN,0.5146978864116042,7.522484451824864,4.594398897661171,2.2370205892236292,2.9431252083107484
ACON_HUMAN,0.5673716664155689,10.27273284456976,4.409134185741991,2.118301313359612,2.941519540174269
ACOX1_HUMAN,0.49419415235442576,8.479754468297543,4.029119667565332,2.325061932480352,2.565195057438229
ACOX2_HUMAN,0.5716715546428404,8.004491454306672,5.214973819122402,2.471756510692024,3.1490728464366597
ACSF3_HUMAN,0.45446769748160376,7.975705298421721,3.448281151733568,2.5130691260417692,2.818689705115855
ACSL4_HUMAN,0.5511287528996804,8.163456955280111,4.829735512858684,2.6045605799466056,2.9912033857002274
ACTA_HUMAN,0.7087901141954472,10.599793763225668,6.0366833984781465,3.2855625391293333,3.4037214540350837
ACTB_HUMAN,0.5694655140118953,8.198728359795323,5.629521014912813,1.896962073518542,2.2915532815682815
ACTC_HUMAN,0.5948679449364646,7.681152297602188,5.562149039030546,1.6859768974978995,2.5336860727629813
ACTG_HUMAN,0.5516247944647994,7.597923827199941,5.572463459248593,1.7271119862022173,2.223777480906506
ACTHR_HUMAN,0.2213283080058908,6.561546383540347,3.7818983828913075,0.37026264890940624,2.334551736038224
ACTH_HUMAN,0.5987366256268609,7.676898499389741,5.667161237620626,1.709235912424727,2.6675634159646093
ACTN1_HUMAN,0.5736264052470108,10.12025207916836,4.264750798093882,2.39675854675547,3.1209408091053725
ACTN2_HUMAN,0.48521026237958537,7.475441244898912,3.910384599950083,0.9235474509346107,2.3390609257763932
ACTN4_HUMAN,0.5097965394066113,7.424080767058965,3.7923166663865207,0.9766407356028314,2.349189513519229
ACTS_HUMAN,0.6101084404270632,8.267580833131802,5.599539238261926,1.7506522252550782,2.6542616673178627
ACY1_HUMAN,0.47102949903446845,6.977002070864316,4.186984783228115,2.4541542735406754,2.9682154015459026
ACY2_HUMAN,0.6012622024885891,9.881213721037787,4.787463798458896,2.94219110999755,3.0117662363136666
ADA10_HUMAN,0.5336284404417072,9.446531201345543,3.3273086804306233,3.0457518512961177,2.7242034979237673
ADA2_HUMAN,0.5547487196441897,9.438681320186436,4.066339718297517,2.926234517568999,2.8238155106300282
ADAM9_HUMAN,0.4604455638594497,7.488401223368642,3.8041270058692818,2.52477392494107,2.7314554182819033
ADAS_HUMAN,0.5095331404472464,8.634369405272057,4.13612980035267,2.075610274571674,2.7894281032494312
ADAT3_HUMAN,0.4999093917953693,8.574152875213297,3.513572886542057,2.7422927958392997,2.5247940856077826
ADA_HUMAN,0.4947987634965334,7.321086954088473,4.198005534710625,1.9385699383879385,2.812381653432954
ADCY5_HUMAN,0.6516634753677861,11.477135862647106,4.715594849092597,4.076400806436808,2.9346593058303156
ADCY6_HUMAN,0.5331226905370866,9.598590391305201,3.640648540065946,2.7763446025411858,2.696681973842045
ADDA_HUMAN,0.3828380767338068,6.495859664416217,2.914521314337698,1.23269106476259,2.1602594313529644
ADDG_HUMAN,0.5379230663667951,7.75771504964904,4.165077606052842,1.3027938362907712,2.5189045437470927
ADIPO_HUMAN,0.49621991799259607,8.455252628875945,3.554484539662205,3.0027118391839966,2.8107712341487803
ADK_HUMAN,0.48850058515451394,7.717405217965562,4.023302353101467,3.337895409707267,3.0633938282978663
ADPRS_HUMAN,0.4380334662719023,7.385120517375859,3.8186718047243775,1.899620939902782,2.3276074324717397
ADRO_HUMAN,0.4810202850918019,8.564322338639176,3.635692150093067,2.208155749943119,2.6708665445352455
ADT1_HUMAN,0.6352082037959603,8.507850768800866,6.046223076108687,1.8824925337743337,2.74948322720011
AFF4_HUMAN,0.6248600654176869,9.309529393684864,5.517321531474725,3.3191039193510576,2.9201946117487014
AFG2H_HUMAN,0.38075190404548237,11.165050426294835,4.866713767647086,1.3563880295301436,3.236066581417438
AGAL_HUMAN,0.5253561845978527,8.880856945868391,4.334600313188007,1.9154417674742412,2.6251580038626416
AGK_HUMAN,0.5067524084286286,8.205421925237827,4.312922682380122,2.2104886306611053,2.7704833982488895
AGM1_HUMAN,0.32966727064807744,14.071438565226291,5.782989438855231,2.2286349473163933,3.569520720318826
AGRG1_HUMAN,0.39855038798953585,6.7273837939211605,2.6762661521717566,2.266037243469939,2.0925156735689687
AGRG6_HUMAN,0.46231338190204707,8.207910780547545,3.363602389104899,2.30660558043585,2.69411701810017
AGRP_HUMAN,0.43578103192512246,6.021413046910648,4.139726937498618,1.7023367960785643,2.3958253388196433
AHI1_HUMAN,0.31015471738506073,7.849696229560279,3.1102270995884247,1.6470067888679016,2.279346418390036
AICDA_HUMAN,0.21550423077075662,11.539548939010887,5.4670428550144266,1.2765854592526922,2.8155127326416967
AIFM1_HUMAN,0.5855365687938544,10.826868160036655,3.8460040490685774,2.9503142271815004,2.7259130649271754
AINX_HUMAN,0.4769655012274074,8.307345460431018,4.084230606823787,2.0562753446406967,2.4508568531138026
AIPL1_HUMAN,0.45623441192637576,6.909994336783666,3.780802311996491,1.1208284328099394,2.2009028965974062
AIP_HUMAN,0.5194520718634675,8.76048496796245,4.265416165691457,1.9503345098351272,2.7051417796210138
AIRE_HUMAN,0.4106737598302718,5.508600414938303,3.0917581093282838,1.0233826169517546,1.8115741778928884
AK1C2_HUMAN,0.6111033664725581,9.608457599712695,5.008855867277914,2.976790111365286,2.644550919786327
AKIP_HUMAN,0.5312961673328236,8.212461403851231,4.405556066056322,1.592007667236339,2.704228552804224
AL14E_HUMAN,0.3290027714217172,4.599073331851465,2.5622357214789857,1.112124267576177,1.6714776915223648
AL3A2_HUMAN,0.4741132251158171,8.778890315316039,4.1090802648328095,2.2369552217098208,2.7909691763176045
ALAT2_HUMAN,0.5386368619513376,8.03886117180224,4.480695706619023,2.076546910163549,2.9354355915094783
ALBU_HUMAN,0.7034728742425277,10.40906749685655,5.967975709595025,2.097815387975342,3.2837806709605704
ALDOB_HUMAN,0.32137098315485596,9.589090770928777,4.645533387530128,1.3246475565387492,2.930248150054424
ALEX_HUMAN,0.43409140328777296,4.781425181370843,2.629181878289488,0.6005261869683082,1.4660709408332886
ALG11_HUMAN,0.33164061197447303,12.150136098737002,5.145186282237975,1.6581421343741745,3.368308281447102
ALG12_HUMAN,0.43859985734241375,7.777333831855966,3.6959507618096707,1.6174357506738692,2.589353684470614
ALG13_HUMAN,0.4528654664504746,5.282196863761758,2.6244345517343883,0.6723468634091598,1.8053741469339235
ALG14_HUMAN,0.3628032669319686,9.827964508378619,4.485303486769182,1.6561603887727088,3.0983636501288374
ALG1_HUMAN,0.2415427971877929,11.369875558831207,5.078325738138227,1.4377503732815524,3.305785361259869
ALG3_HUMAN,0.4729171051649423,11.761613647674757,4.353082264344628,2.135276810367353,3.1911679037767935
ALG6_HUMAN,0.367268631261829,12.599300951065011,5.405027110263216,2.020279410192107,3.120393531729001
ALG8_HUMAN,0.4283073018067718,12.148241414469512,4.930448282597683,2.47577847732227,3.055830844034949
ALG9_HUMAN,0.5540818742442422,10.021380173429481,3.3126976098451473,3.153734833884027,2.6340582553606278
ALMS1_HUMAN,0.6807502987194041,6.141751089461676,3.5279496751589976,0.8539916105180708,2.1819249989350937
ALPK1_HUMAN,0.3029866441189852,10.442660919560398,6.441214513705271,0.7757068053853097,2.7799456626506167
ALPK3_HUMAN,0.5318766426791804,10.559787479116892,5.995454807980344,2.0674641484654623,3.2234382615408137
ALR_HUMAN,0.3728548556195471,9.345474212894652,3.173025857636158,1.924564483417889,2.8088837524912322
ALS2_HUMAN,0.49332455486243726,7.67157065887845,3.9457377235852698,0.9885176385190215,2.400726453116222
ALS_HUMAN,0.5149394152964434,7.286205870447404,4.908365810020943,2.425556402619042,2.784553549176086
AMACR_HUMAN,0.5182392206499695,8.298305623937932,4.1204915217973905,2.6265206009165247,2.921372825975576
AMELX_HUMAN,0.34661562886408637,5.5922923822020945,2.770941724786838,0.6116060756904698,1.7224504247445604
AMHR2_HUMAN,0.40311562099373244,6.663772743782257,2.1157187510895503,2.157094818230873,1.8636299405876202
AMMR1_HUMAN,0.41220777461382285,7.075211052023259,2.861312392414349,0.9506475422935342,1.962896809225626
AMNLS_HUMAN,0.6153038901215854,8.714296194577493,5.509004798665948,2.4991412113670037,3.2145042118924843
AMOT_HUMAN,0.525013485440933,6.294640173473678,3.2707540322487296,0.5829205246458791,1.8862703093189785
AMPD1_HUMAN,0.6148976117614108,11.460521824173622,4.087309607294892,3.120811556605686,2.900487456425301
AMPD2_HUMAN,0.4179871142374626,9.231634999016904,3.6010578408778966,1.2151303552321133,2.8345146291714403
AMPD3_HUMAN,0.4253681057355565,9.087360226229086,3.725719632420655,1.6796467305219969,2.7913969750362226
ANAG_HUMAN,0.37975054344953096,8.340377357837214,3.637489408145218,1.6723023849723009,2.559603166132077
ANC2_HUMAN,0.5672108965486035,9.696100095477561,4.342978913834138,3.8583079687390334,2.5888876357834563
ANDR_HUMAN,0.30965891256724065,5.586958336216647,1.5600821805986425,0.5611001288644117,1.6004232793047128
ANF_HUMAN,0.4318673991222682,6.894400610809969,3.6640892942981065,2.696308609210666,1.9674184949860838
ANGI_HUMAN,0.6207795247003738,9.416985244432338,5.174963565249144,3.2803738287602955,3.113034572989488
ANGT_HUMAN,0.4712973436481748,6.546914423818104,4.228778413984782,2.2590445035221087,3.1312636376326486
ANK1_HUMAN,0.490367327805499,6.618956913961843,3.394607870042313,1.0002891373926233,2.244228979460395
ANK2_HUMAN,0.49587760309348106,6.138823626714617,3.1817924988917454,1.210886666701415,2.4086176009233866
ANK3_HUMAN,0.6078151580757533,7.013855221688057,3.8640931569053976,0.7927667890074805,2.2087934351816174
ANKH_HUMAN,0.510816298247054,7.986919923985308,4.358300768128023,2.126836884821818,2.7850377233436907
ANKL2_HUMAN,0.3818498841995724,10.926938183589497,6.445060895227047,1.2166448497145042,2.981146136276217
ANKR1_HUMAN,0.3379245952789934,6.103781549944612,3.062513149161629,0.7007039514798863,1.8923816233239217
ANLN_HUMAN,0.466628131591888,8.082304318616112,3.555436570657973,2.243304986954592,2.7411999092824755
ANM7_HUMAN,0.5100878681577913,8.896559450177929,3.740314935463486,2.615690462721018,2.903571978239422
ANO10_HUMAN,0.4747762316069817,7.623696226599513,3.762400649419533,1.878720851908597,2.8219382838209186
ANO3_HUMAN,0.47689951629620014,8.652060511439322,2.6923708047914867,2.756306444901113,2.414460999085846
ANO5_HUMAN,0.3309373880935767,11.104304697178385,4.900899937850282,2.0957611640575884,2.991130811282943
ANPRB_HUMAN,0.47740778247559507,8.24752181458769,3.949389769684829,2.0150101951149653,2.5460898067286166
ANR11_HUMAN,0.579630533755999,6.413882994486796,3.6548716699174064,0.8104078516292124,2.160947606659924
ANT3_HUMAN,0.4769146311911372,7.156397329281405,4.120551819445644,2.03021353351323,2.7739955831053402
ANTR1_HUMAN,0.5063626833608124,8.266192203053354,4.074259929727814,1.640440533690812,2.692081006477499
ANTR2_HUMAN,0.41592261794911667,7.159843216075013,3.6356969861184187,0.6521918448517219,2.1285857295324995
AOFA_HUMAN,0.5565891586840521,7.658121149412695,5.073244446591404,2.2487204179091207,3.1660508060062047
AP1G2_HUMAN,0.43501878682583833,7.314476591783025,3.421593946763825,1.8062841868017887,2.657369966645879
AP2A_HUMAN,0.28536895833283216,10.004567288874311,5.249640933133236,1.1944588843868398,2.762320539699932
AP2B_HUMAN,0.25857389954065696,9.212053538140578,4.823853102980753,0.7803768917606368,2.4335497323955866
AP2M1_HUMAN,0.6162482763017683,9.8154513909365,4.9541720709801496,3.904811348718592,3.091350007214605
AP2S1_HUMAN,0.4994424312385177,8.830274411404405,3.3979986867478624,1.7532993155560095,2.7148213532024825
AP4B1_HUMAN,0.5409480378252015,8.702857347777808,4.511929662546098,2.230746010006458,2.9981557233932543
AP4M1_HUMAN,0.49427076398960035,7.219709850290064,4.453400913397631,2.4486455684601096,2.9782858907992384
AP4S1_HUMAN,0.4894846816511248,8.174084171343337,3.542238439377319,2.538181993992204,2.571826214197881
AP5Z1_HUMAN,0.5582647275862725,6.819504030307639,3.8380897525170123,1.0763203992228074,2.2915286687266714
APCD1_HUMAN,0.28140665375691426,7.731217406657746,3.972027262581707,0.8092264555969138,2.3384840894691576
APC_HUMAN,0.5080806550436927,7.707442434649368,4.09944673652082,0.850694842748192,2.4346623072210516
APOA1_HUMAN,0.6541824187963917,9.515056959680571,5.686742963215635,2.7118360435494364,3.319368373672476
APOA4_HUMAN,0.6580679660984302,8.045352678246406,4.8854090852660335,1.2056761810508745,2.5877370117029455
APOB_HUMAN,0.6158605280566277,7.243785544765851,4.589698534355988,1.3494233852018338,2.71826239984643
APOC2_HUMAN,0.5606293158583128,7.377057066720932,4.103831898285071,1.615184297071603,2.8803140667291283
APOC3_HUMAN,0.6113416838862358,8.545360913532857,5.329526225314747,2.3536679074433944,3.357033717789079
APOE_HUMAN,0.6482093772340518,8.662831242662461,5.069757715812724,1.5151706801397666,2.9061677739015326
APOH_HUMAN,0.5379528844058111,7.957464126861647,5.016931851381592,2.99983791467728,2.5788082882265817
APRIO_HUMAN,0.2732085128883756,4.048546540967649,1.9874615536208085,1.3863107008776454,1.9146415842796192
APTX_HUMAN,0.42077880455014854,6.64852441307662,2.953129747569969,0.6516901061890423,2.123813630441371
APT_HUMAN,0.42477350483528076,7.898417376860469,3.3688877528368386,1.7015298000752368,2.448502369532947
AQP1_HUMAN,0.4622968955407745,7.604818215922106,3.584922861650418,1.9445087085471262,2.8418880141299003
AQP2_HUMAN,0.5179629565483715,7.641778856849407,4.4766207225540064,1.901241960379497,2.732750280295657
AQP4_HUMAN,0.5206712248072201,8.18783637682244,4.28177055188069,1.8509816680354487,2.711226969775865
AQP5_HUMAN,0.5016808150915794,7.757510540459513,4.352059106369971,1.894780264489368,2.641043257629599
AR13B_HUMAN,0.48115625808053303,9.005919928027737,3.917000777999876,2.119189208896059,2.6865533116690345
AR2BP_HUMAN,0.5435961063545544,9.271373819978338,4.5003370254919295,1.7344473390256294,2.457328123957923
ARC1B_HUMAN,0.4006868829830848,9.404491982720083,4.129091437676836,1.7141266926254528,2.783205325555824
ARF1_HUMAN,0.6110979117992194,8.140548296882557,5.809651897312585,1.862183208341711,2.7567893290200742
ARF_HUMAN,0.491690224569925,6.169880951946693,4.869130124964139,1.7763296391861942,2.4769385299275837
ARGAL_HUMAN,0.45692825675551846,6.548038849208104,3.0218325045280037,0.7913779910575424,2.065443448241741
ARGI1_HUMAN,0.5280039970610273,8.026296597980133,4.719037040652329,2.3388268110652133,2.642514120890487
ARHG6_HUMAN,0.47467086435265143,7.750379142104367,4.204126363458032,0.955736311162894,2.2835226517030915
ARHG9_HUMAN,0.45877229866466157,7.484660283691357,3.709082084184972,2.0342180203949685,2.5934824998626076
ARH_HUMAN,0.5395983826730791,9.331594428331973,3.7087735650018754,2.2618189553164143,2.8488459275144655
ARI1A_HUMAN,0.5579132913906848,7.275794659384473,4.084252601012987,1.1206619222339052,2.338012992034005
ARI1B_HUMAN,0.5067600595034613,8.71150508568771,4.7564164276951955,1.6845762390452517,2.6148446884854715
ARL16_HUMAN,0.46993593441795967,6.6763157366533745,3.9895649947750504,2.0837086705762955,3.0432467794580513
ARL3_HUMAN,0.5479915633335248,8.654522408542975,4.805122852510824,1.916233519462644,2.760142571062495
ARL6_HUMAN,0.5337846137333411,8.26118488500015,4.597255434441282,2.107005348959043,2.870608353197736
ARLY_HUMAN,0.48546073093296915,7.898454968382862,3.703056909854954,1.989694914225728,2.97113888820524
ARMC4_HUMAN,0.4741858602226456,6.734980427900494,2.7941769825603955,0.7864172680053975,2.2988216924016274
ARMC5_HUMAN,0.35548013144806734,6.593262368775143,2.7841424239266708,1.5430087958951417,2.3721268230248285
ARRC_HUMAN,0.4628461033360804,7.766623423404817,3.4821151577304743,1.581827672637109,2.6852879923585826
ARRS_HUMAN,0.4895704348331365,7.997907687050955,3.937932921359631,1.5453917969338855,2.672857910693211
ARSA_HUMAN,0.3885418811730885,5.901635450463486,2.4866087239412624,0.5914959256491756,2.0044038724466993
ARSB_HUMAN,0.6190506172593832,9.60944584723561,4.850127172467849,3.592390796596593,3.4509541923238793
ARSG_HUMAN,0.6161564428332348,9.775371426266634,4.639761130759276,3.3557706138184833,3.178818722206569
ARSL_HUMAN,0.6037850731078764,8.950588076483214,4.955530135598089,2.596673682780244,3.4757800111121067
ARV1_HUMAN,0.48302902138654813,7.814146570170905,3.8886181705656973,2.328434335756936,2.872658023121335
ARX_HUMAN,0.16597292491410043,11.46561597153225,5.570332408796454,0.774830130923918,2.7224576223789843
ASAH1_HUMAN,0.5282047106133617,8.910658238261792,3.936848767522783,2.544778153657204,2.90426190630364
ASCC1_HUMAN,0.369654615435166,5.761617399787179,3.144296904181968,2.61523347634544,2.738187872836387
ASCL1_HUMAN,0.48615501429346597,8.197584348515717,4.617718469153308,3.727624136857507,2.1862495548157743
ASH2L_HUMAN,0.38474251654317976,6.686611890090778,2.693785155539213,1.1379730408886801,2.1619429716098266
ASIC5_HUMAN,0.38628153570629137,5.671650992224769,3.6267285063253287,2.2337771908204993,2.574082565181601
ASM_HUMAN,0.5487149111892599,9.231053254407863,4.147853152523321,3.7808869998075583,2.9563801292154768
ASNS_HUMAN,0.5268099816781356,8.182476271886635,4.477556147101511,2.3305446887505927,2.7650738656543403
ASPG_HUMAN,0.5027020287082232,8.597840278383519,3.8429813450605486,1.765689887161978,2.662151604725044
ASPM_HUMAN,0.6991086532651849,5.394956627827834,3.02891304449977,0.9476346330646619,2.120470514633955
ASSY_HUMAN,0.5370379669143355,8.764067876460814,4.577265685648889,1.9698313474885756,2.68605228546781
ASXL2_HUMAN,0.2842443607668566,5.882419274920762,2.7537059773788886,0.6161708516478108,1.824352167269466
ASXL3_HUMAN,0.5409250225795207,6.628223319928494,4.048662256927046,0.9119815107723802,2.004440865332871
AT11C_HUMAN,0.4576643217460788,8.46144761639046,3.3544236405019894,2.229499595201369,2.566371503091054
AT132_HUMAN,0.2963996326166922,8.919162328371032,3.7075102899812693,1.4491787578774915,2.7344414540093833
AT1A2_HUMAN,0.5917951467601098,8.819648285981213,5.0062428517197395,2.8130638368088547,3.1850671401071575
AT1A3_HUMAN,0.5855688782036081,9.024322291069035,4.869294964385133,2.751573376110624,3.046436766297779
AT2A2_HUMAN,0.5702043275694365,9.231286474988764,4.43760893510669,2.797468187712211,3.060202090930386
AT2B2_HUMAN,0.4237515429681368,10.03929010224246,5.5319264824972425,0.8977488059803637,2.8816794953885556
AT2B3_HUMAN,0.39761589376011075,8.8701839587053,4.927170687227893,0.6594165139953655,2.6019713825365516
AT2B4_HUMAN,0.42203692461653736,9.047124175256341,4.576297392418624,0.975358587733127,2.8256539725749428
AT2C1_HUMAN,0.5542154148071113,9.315387208943097,4.16528076814265,2.532002593153498,2.7636953266932336
AT2C2_HUMAN,0.485258029456276,8.334489135748788,3.5130703632451743,2.4135385170182886,2.914363911973963
AT2L2_HUMAN,0.6436885379868466,9.995405581909997,4.999636472474561,3.4765169478287676,3.380275134310076
AT8A2_HUMAN,0.22335698599322118,11.29419138614949,5.946769421928607,1.1882357617393224,3.1775230933448704
AT8B1_HUMAN,0.5157048275459831,8.863296140619006,4.1763690196854215,2.3515157926791734,2.707553074592417
ATCAY_HUMAN,0.4095996079209356,7.7068135487466725,4.0592737932109,1.302885597231628,2.32238486276464
ATD3A_HUMAN,0.5017141297912193,7.912487040935739,3.892864501225848,1.266888551851514,2.6443911060352407
ATF6A_HUMAN,0.5266515971276201,8.333492925749944,4.36147400701799,3.359679715082825,2.8991646217733407
ATG5_HUMAN,0.5002397473957843,8.983413944896098,3.3566530590692643,2.300280091719782,2.577772416981175
ATL4_HUMAN,0.5492718149625471,6.388922996644822,3.822010919479459,0.9364340266090543,2.0009650412052817
ATLA1_HUMAN,0.5718352557128974,9.480846392505288,4.252837488787739,2.464689401752224,2.8717899818454655
ATLA3_HUMAN,0.5681670260038078,10.121522727567365,3.7763377715532758,3.064559181123973,2.9310157973745445
ATM_HUMAN,0.5151301960010762,7.560208938269392,4.322547988987371,2.32920786324012,3.243691711991465
ATNG_HUMAN,0.37511013838740065,4.644556696236009,3.027615878045528,1.425702466236734,2.1025026682421166
ATOH7_HUMAN,0.22773147930942722,8.487479455743712,2.9482336369864854,1.0036491720690204,2.2020443192745365
ATP5E_HUMAN,0.36603200731854013,6.039750535942123,3.0156159365754163,1.3421138990863124,2.032908112719731
ATP7A_HUMAN,0.4344556335048735,9.296233674540682,4.70385537320591,0.9973312917236714,2.8229293660092005
ATP7B_HUMAN,0.4431162628163761,7.79957436031367,3.96406239696214,0.6034653375016171,2.43783399603853
ATPA_HUMAN,0.5811934286575939,10.004199894309345,4.715522189856816,2.0442512368272237,2.8494766293588993
ATPD_HUMAN,0.4531944776186023,7.260768123625694,3.833086417125192,1.8778899486549214,2.5914112058141727
ATPF2_HUMAN,0.522670702611246,8.899965586359587,3.8259657416729747,2.787004332461365,2.8914612814076897
ATRX_HUMAN,0.47562530048588536,8.623124629564096,4.267822088657046,1.7561351200505435,2.6492467875267645
ATS13_HUMAN,0.6502809797025265,9.650485980052505,5.507769636274585,3.074269671189876,3.31151676252084
ATTY_HUMAN,0.5352362769902405,9.554999220958775,4.078018719805589,2.3877837734704803,2.90402972952383
AUHM_HUMAN,0.5661108142380505,8.892750333717819,4.474230781599747,3.469717390984929,3.2134091032368146
AUTS2_HUMAN,0.5207135134392734,8.035475398073961,4.267346262152554,1.5376539176438213,2.712201932510966
AVIL_HUMAN,0.6060273851342746,9.082966276031314,4.946912817067555,2.987042242672394,3.4327045727041687
